"Which of the following EC2 instance purchasing options supports the Bring Your Own License (BYOL) model for almost every BYOL scenario?
<ol type=""A"">
<li>Dedicated Instances</li>
<li>Dedicated Hosts</li>
<li>On-demand Instances</li>
<li>Reserved Instances</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-2
"Which of the following is one of the benefits of moving infrastructure from an on-premises data center to AWS?
<ol type=""A"">
<li>Free support for all enterprise customers</li>
<li>Automatic data protection</li>
<li>Reduced Capital Expenditure (CapEx)</li>
<li>AWS holds responsibility for managing customer applications</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-2
"Which of the following are important design principles you should adopt when designing systems on AWS? (Choose TWO)
<ol type=""A"">
<li>Always use Global Services in your architecture rather than Regional Services</li>
<li>Always choose to pay as you go</li>
<li>Treat servers as fixed resources</li>
<li>Automate wherever possible</li>
<li>Remove single points of failure</li>
</ol>"	"Answer
  Correct answer: D, E
"	practice-exam-2
"Which AWS Service can be used to establish a dedicated, private network connection between AWS and your datacenter?
<ol type=""A"">
<li>AWS Direct Connect</li>
<li>Amazon CloudFront</li>
<li>AWS Snowball</li>
<li>Amazon Route 53</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-2
"You are working on two projects that require completely different network configurations. Which AWS service or feature will allow you to isolate resources and network configurations?
<ol type=""A"">
<li>Internet gateways</li>
<li>Virtual Private Cloud</li>
<li>Security Groups</li>
<li>Amazon CloudFront</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-2
"Which of the following services can help protect your web applications from SQL injection and other vulnerabilities in your application code?
<ol type=""A"">
<li>Amazon Cognito</li>
<li>AWS IAM</li>
<li>Amazon Aurora</li>
<li>AWS WAF</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-2
"An organization needs to analyze and process a large number of data sets. Which AWS service should they use?
<ol type=""A"">
<li>Amazon EMR</li>
<li>Amazon MQ</li>
<li>Amazon SNS</li>
<li>Amazon SQS</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-2
"Based on the AWS Shared Responsibility Model, which of the following are the sole responsibility of AWS? (Choose TWO)
<ol type=""A"">
<li>Monitoring network performance</li>
<li>Installing software on EC2 instances</li>
<li>Creating hypervisors</li>
<li>Configuring Access Control Lists (ACLs)</li>
<li>Hardware maintenance</li>
</ol>"	"Answer
  Correct answer: C, E
"	practice-exam-2
"What is the AWS service that provides you the highest level of control over the underlying virtual infrastructure?
<ol type=""A"">
<li>Amazon Redshift</li>
<li>Amazon DynamoDB</li>
<li>Amazon EC2</li>
<li>Amazon RDS</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-2
"What are the default security credentials that are required to access the AWS management console for an IAM user account?
<ol type=""A"">
<li>MFA</li>
<li>Security tokens</li>
<li>A user name and password</li>
<li>Access keys</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-2
"In your on-premises environment, you can create as many virtual servers as you need from a single template. What can you use to perform the same in AWS?
<ol type=""A"">
<li>IAM</li>
<li>An internet gateway</li>
<li>EBS Snapshot</li>
<li>AMI</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-2
"What are two advantages of using Cloud Computing over using traditional data centers? (Choose TWO)
<ol type=""A"">
<li>Reserved Compute capacity</li>
<li>Eliminating Single Points of Failure (SPOFs)</li>
<li>Distributed infrastructure</li>
<li>Virtualized compute resources</li>
<li>Dedicated hosting</li>
</ol>"	"Answer
  Correct answer: B, C
"	practice-exam-2
"Which of the following aspects of security are managed by AWS? (Choose TWO)
<ol type=""A"">
<li>Encryption of EBS volumes</li>
<li>VPC security</li>
<li>Access permissions</li>
<li>Hardware patching</li>
<li>Securing global physical infrastructure</li>
</ol>"	"Answer
  Correct answer: D, E
"	practice-exam-2
"Which statement best describes the operational excellence pillar of the AWS Well-Architected Framework?
<ol type=""A"">
<li>The ability of a system to recover gracefully from failure</li>
<li>The efficient use of computing resources to meet requirements</li>
<li>The ability to monitor systems and improve supporting processes and procedures</li>
<li>The ability to manage datacenter operations more efficiently</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-2
"AWS has created a large number of Edge Locations as part of its Global Infrastructure. Which of the following is NOT a benefit of using Edge Locations?
<ol type=""A"">
<li>Edge locations are used by CloudFront to cache the most recent responses</li>
<li>Edge locations are used by CloudFront to improve your end users’ experience when uploading files</li>
<li>Edge locations are used by CloudFront to distribute traffic across multiple instances to reduce latency</li>
<li>Edge locations are used by CloudFront to distribute content to global users with low latency</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-2
"What are the change management tools that helps AWS customers audit and monitor all resource changes in their AWS environment? (Choose TWO)
<ol type=""A"">
<li>AWS CloudTrail</li>
<li>Amazon Comprehend</li>
<li>AWS Transit Gateway</li>
<li>AWS X-Ray</li>
<li>AWS Config</li>
</ol>"	"Answer
  Correct answer: A, E
"	practice-exam-2
"Which of the following services allows you to run containerized applications on a cluster of EC2 instances?
<ol type=""A"">
<li>Amazon ECS</li>
<li>AWS Data Pipeline</li>
<li>AWS Cloud9</li>
<li>AWS Personal Health Dashboard</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-2
"Which of the following services will help businesses ensure compliance in AWS?
<ol type=""A"">
<li>CloudFront</li>
<li>CloudEndure Migration</li>
<li>CloudWatch</li>
<li>CloudTrail</li>
</ol>"	"Answer
  Correct answer: D
"	practice-exam-2
"Which of the following procedures will help reduce your Amazon S3 costs?
<ol type=""A"">
<li>Use the Import/Export feature to move old files automatically to Amazon Glacier</li>
<li>Use the right combination of storage classes based on different use cases</li>
<li>Pick the right Availability Zone for your S3 bucket</li>
<li>Move all the data stored in S3 standard to EBS</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-2
"What are the AWS services/features that can help you maintain a highly available and fault-tolerant architecture in AWS? (Choose TWO)
<ol type=""A"">
<li>AWS Direct Connect</li>
<li>Amazon EC2 Auto Scaling</li>
<li>Elastic Load Balancer</li>
<li>CloudFormation</li>
<li>Network ACLs</li>
</ol>"	"Answer
  Correct answer: B, C
"	practice-exam-2
"Which of the following activities may help reduce your AWS monthly costs?
<ol type=""A"">
<li>Enabling Amazon EC2 Auto Scaling for all of your workloads</li>
<li>Using the AWS Network Load Balancer (NLB) to load balance the incoming HTTP requests</li>
<li>Removing all of your Cost Allocation Tags</li>
<li>Deploying your AWS resources across multiple Availability Zones</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-2
"What is the AWS service/feature that takes advantage of Amazon CloudFront’s globally distributed edge locations to transfer files to S3 with higher upload speeds?
<ol type=""A"">
<li>S3 Transfer Acceleration</li>
<li>AWS WAF</li>
<li>AWS Snowmobile</li>
<li>AWS Snowball</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-2
"Which of the following AWS security features is associated with an EC2 instance and functions to filter incoming traffic requests?
<ol type=""A"">
<li>AWS X-Ray</li>
<li>Network ACL</li>
<li>Security Groups</li>
<li>VPC Flow logs</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-2
"Which AWS services can be used to improve the performance of a global application and reduce latency for its users? (Choose TWO)
<ol type=""A"">
<li>AWS KMS</li>
<li>AWS Global accelerator</li>
<li>AWS Direct Connect</li>
<li>AWS Glue</li>
<li>Amazon CloudFront</li>
</ol>"	"Answer
  Correct answer: B, E
"	practice-exam-2
"Using Amazon RDS falls under the shared responsibility model. Which of the following are customer responsibilities? (Choose TWO)
<ol type=""A"">
<li>Building the relational database schema</li>
<li>Performing backups</li>
<li>Managing the database settings</li>
<li>Patching the database software</li>
<li>Installing the database software</li>
</ol>"	"Answer
  Correct answer: A, C
"	practice-exam-2
"A company has a large amount of structured data stored in their on-premises data center. They are planning to migrate all the data to AWS, what is the most appropriate AWS database option?
<ol type=""A"">
<li>Amazon DynamoDB</li>
<li>Amazon SNS</li>
<li>Amazon RDS</li>
<li>Amazon ElastiCache</li>
</ol>"	"Answer
  Correct answer: C
"	practice-exam-2
"A company has created a solution that helps AWS customers improve their architectures on AWS. Which AWS program may support this company?
<ol type=""A"">
<li>APN Consulting Partners</li>
<li>AWS TAM</li>
<li>APN Technology Partners</li>
<li>AWS Professional Services</li>
</ol>"	"Answer
  Correct answer: A
"	practice-exam-2
"What is the AWS serverless service that allows you to run your applications without any administrative burden?
<ol type=""A"">
<li>Amazon LightSail</li>
<li>AWS Lambda</li>
<li>Amazon RDS instances</li>
<li>Amazon EC2 instances</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-2
"Jessica is managing an e-commerce web application in AWS. The application is hosted on six EC2 instances. One day, three of the instances crashed; but none of her customers were affected. What has Jessica done correctly in this scenario?
<ol type=""A"">
<li>She has properly built an elastic system</li>
<li>She has properly built a fault tolerant system</li>
<li>She has properly built an encrypted system</li>
<li>She has properly built a scalable system</li>
</ol>"	"Answer
  Correct answer: B
"	practice-exam-2
